日期,campaign,安装数,AF成本,AF收入,总成本,cpi,累计收入,点击率,点击安装率,展示安装率,roas0收入,累计roas,roas_0,roas_1,roas_2,roas_3,roas_4,roas_5,roas_6,roas_7,roas_8,roas_9,roas_10,roas_11,roas_12,roas_13,roas_14,roas_15,roas_16,roas_17,roas_18,roas_19,roas_20,roas_21,roas_22,roas_23,roas_24,roas_25,roas_26,roas_27,roas_28,roas_29,roas_30,roas_31,roas_32,roas_33,roas_34,roas_35,roas_36,roas_37,roas_38,roas_39,roas_40,roas_41,roas_42,roas_43,roas_44,roas_45,roas_46,roas_47,roas_48,roas_49,roas_50,roas_51,roas_52,roas_53,roas_54,roas_55,roas_56,roas_57,roas_58,roas_59,roas_60,roas_61,roas_62,roas_63,roas_64,roas_65,roas_66,roas_67,roas_68,roas_69,roas_70,roas_71,roas_72,roas_73,roas_74,roas_75,roas_76,roas_77,roas_78,roas_79,roas_80,roas_81,roas_82,roas_83,roas_84,roas_85,roas_86,roas_87,roas_88,roas_89,roas_90
2023-06-04,Unity-Alina-Lucky-US-ROAS-230519,300,37157.7169,21069.7324,505.32,1.6843846870464132,288.0936858503345,7.07%,37.27%,2.63%,117.08021585033461,57.01%,23.17%,47.89%,57.01%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-04,gatherone_Lucky Maker_052302_mai_US_xp_0604_2 AAA,245,15041.9111,3028.7188,205.40,0.8383600556445346,36.62457500000001,2.31%,99.19%,2.28%,34.34501,17.83%,16.72%,17.83%,17.83%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-04,starshinning_US_AND_Pelle_AEO_0529,113,6272.0448,2696.6165,85.72,0.758574161084354,32.823927,2.71%,66.86%,1.81%,25.070449,38.29%,29.25%,38.29%,38.29%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-04,starshinning_US_AND_mjm_install_0601,103,7841.0869,1472.0137,106.90,1.0378879910286312,17.793936000000002,2.49%,53.09%,1.32%,16.301513,16.65%,15.25%,16.65%,16.65%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-04,starshinning_US_AND_Meng_install_0602-2,47,2379.9618,1799.7289,32.55,0.6926494818206383,24.580567,7.56%,38.52%,2.91%,12.18852,75.51%,37.44%,64.11%,75.51%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-04,organic,47,0.0,3564.6863,0.00,0.0,54.33462999999998,,,0.00%,12.521534,0.00%,0.00%,0.00%,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-04,starshinning_US_AND_TIANDI_install_0601,34,2375.012,402.8448,32.40,0.9529142367833235,4.060706801003788,4.15%,42.50%,1.76%,3.538825801003788,12.53%,10.92%,12.53%,12.53%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-04,starshinning_US_AND_Benny_AEO_0602,31,2370.0624,966.0007,32.31,1.0423111343405485,11.669898,1.64%,31.96%,0.53%,7.790586,36.12%,24.11%,36.12%,36.12%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-04,starshinning_US_AND_mai_xd_0601,25,1540.9944,186.4359,21.04,0.84166785215188,2.367992,3.94%,65.79%,2.59%,2.27126,11.25%,10.79%,11.25%,11.25%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-04,starshinning_US_AND_Meng_install_0602-1,25,2394.8107,791.1711,32.61,1.30424174632912,9.665257000000002,3.65%,52.08%,1.90%,7.507383000000001,29.64%,23.02%,29.64%,29.64%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-04,starshinning_US_AND_gy_install_0601_1,23,1571.5172,666.6016,21.44,0.932239407815087,8.104854,3.54%,54.76%,1.94%,7.502533,37.80%,34.99%,37.80%,37.80%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-04,starshinning_US_AND_AEO_kristal-0601,19,1610.2895,994.5073,21.94,1.1547079047301578,12.361571,5.17%,35.19%,1.82%,7.270118,56.34%,33.14%,56.34%,56.34%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-04,starshinning_US_AND_Jesse_install,19,1531.095,134.0562,20.87,1.0982534643571054,1.645454,2.91%,50.00%,1.45%,1.645454,7.89%,7.89%,7.89%,7.89%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-03,Applovin-Zoey-LuckyMaker-Ad ROAS-230213,486,88909.4362,42119.0977,1207.52,2.484611552169609,488.9129121422292,47.86%,5.94%,2.84%,234.1711461392742,40.49%,19.39%,32.46%,38.39%,40.49%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-03,Unity-Alina-Lucky-US-ROAS-230519,243,30500.2827,17214.7852,414.76,1.7068209662447242,203.6248163291694,6.66%,34.32%,2.29%,93.22221157596302,49.09%,22.48%,35.29%,46.55%,49.09%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-03,starshinning_US_AND_Pelle_AEO_0529,219,25655.7405,7560.6162,348.98,1.5935084177215204,91.47413746320044,2.53%,41.68%,1.06%,57.10913868598881,26.21%,16.36%,20.57%,25.72%,26.21%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-03,starshinning_US_AND_mjm_install_0601,139,15753.9438,2676.1318,214.32,1.5418805815499497,32.267165000000006,2.16%,48.26%,1.04%,27.675345,15.06%,12.91%,14.68%,15.06%,15.06%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-03,starshinning_US_AND_Meng_install_0602-2,51,3087.7632,2845.1399,42.17,0.8268314281459411,32.56107769331214,5.42%,46.36%,2.51%,11.387233000000002,77.22%,27.00%,53.83%,77.22%,77.22%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-03,starshinning_US_AND_AEO_kristal-0601,48,3303.8983,1560.7457,45.08,0.9390708810653958,18.621838999999998,5.95%,39.67%,2.36%,14.782697,41.31%,32.80%,38.09%,41.31%,41.31%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-03,organic,45,0.0,3150.5884,0.00,0.0,69.55044197361514,,,0.00%,19.765002,0.00%,0.00%,0.00%,0.00%,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-03,starshinning_US_AND_TIANDI_install_0601,45,3335.2462,250.3127,45.48,1.0106575060478222,3.035064,3.30%,52.33%,1.73%,2.766783,6.67%,6.08%,6.55%,6.67%,6.67%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-03,gatherone_Lucky Maker_052302_mai_US_xp_0601_2 AAA,40,4042.2557,348.0153,55.02,1.3755384806962,4.239034999999999,3.01%,37.38%,1.13%,4.238035,7.70%,7.70%,7.70%,7.70%,7.70%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-03,starshinning_US_AND_Jesse_install,39,7128.336,134.2662,96.81,2.4823986757546153,1.619282,2.18%,38.38%,0.86%,1.615999,1.67%,1.67%,1.67%,1.67%,1.67%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-03,gatherone_Lucky Maker_052301_mai_US_xp_0530_2,36,3445.6951,288.4375,46.91,1.303176145218,3.519337,2.64%,37.89%,1.00%,3.5190330000000003,7.50%,7.50%,7.50%,7.50%,7.50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-03,starshinning_US_AND_Benny_AEO_0602,31,3378.1433,613.4922,45.97,1.4827548105349033,7.448517999999999,1.55%,25.83%,0.40%,7.029349999999999,16.20%,15.29%,16.20%,16.20%,16.20%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-03,starshinning_US_AND_Meng_install_0602-1,22,3166.9579,805.9626,43.04,1.9565381777905453,9.855248,2.92%,50.00%,1.46%,5.794986000000001,22.90%,13.46%,20.12%,22.90%,22.90%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-03,starshinning_US_AND_gy_install_0601_1,21,1834.6742,1082.4785,24.99,1.1901040349608094,12.55692480743237,3.79%,46.67%,1.77%,6.375007,50.24%,25.51%,32.93%,50.24%,50.24%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-03,starshinning_US_AND_mai_xd_0601,21,2988.7698,97.4704,40.62,1.9344574358047142,1.18833,2.44%,46.67%,1.14%,1.18833,2.93%,2.93%,2.93%,2.93%,2.93%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-03,starshinning_US_AND_mai_mwx_0602,12,2887.3019,166.8724,39.19,3.265674507384,2.026646,2.30%,40.00%,0.92%,1.891438,5.17%,4.83%,5.17%,5.17%,5.17%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-02,Applovin-Zoey-LuckyMaker-Ad ROAS-230213,536,86611.0583,67643.1953,1176.73,2.1953941899914984,726.749686767638,50.40%,5.30%,2.67%,245.5777478299085,61.76%,20.87%,38.16%,52.72%,60.14%,61.76%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-02,starshinning_US_AND_Pelle_AEO_0529,400,41734.7117,15885.7148,567.99,1.4199690354113925,175.68568755487527,2.59%,48.72%,1.26%,111.92884326920995,30.93%,19.71%,25.54%,28.10%,30.36%,30.93%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-02,Unity-Alina-Lucky-US-ROAS-230519,219,27343.6454,20329.459,371.84,1.69789881382579,213.25262086282248,6.74%,34.76%,2.34%,85.37682357004674,57.35%,22.96%,41.87%,50.44%,55.55%,57.35%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-02,starshinning_US_AND_Jesse_install,129,21799.129,1498.8928,296.13,2.2955908968697907,18.206173,2.65%,43.05%,1.13%,15.821679999999997,6.15%,5.34%,5.71%,5.78%,6.15%,6.15%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-02,starshinning_US_AND_mjm_install_0601,121,8680.0546,5568.7061,118.39,0.9784140205042396,54.94128321416111,2.66%,69.54%,1.85%,25.393010999999998,46.41%,21.45%,34.34%,41.24%,46.41%,46.41%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-02,gatherone_Lucky Maker_052302_mai_US_xp_0601_2 AAA,100,4630.5654,943.6438,63.40,0.6339778453164601,11.531495,3.78%,66.23%,2.51%,10.680127,18.19%,16.85%,17.25%,18.19%,18.19%,18.19%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-06-02,gatherone_Lucky Maker_052301_mai_US_xp_0530_2,76,3523.2563,697.3678,48.24,0.6346954432045263,8.540709,2.85%,81.72%,2.33%,8.283337,17.71%,17.17%,17.61%,17.71%,17.71%,17.71%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
