data-ai Intelligence
Report,Downloads and Revenue App Report
Report Generation Time,06/06/2023 22:44:47 PDT
Date,"2023-05-09, 2023-06-07"
Granularity,Daily
App,Wisdom Star
Country/Region,"Worldwide, Argentina, Australia, Austria, Azerbaijan, Belgium, Brazil, Bulgaria, Canada, Chile, China, Colombia, Costa Rica, Croatia, Czech Republic, Denmark, Egypt, Finland, France, Germany, Greece, Hong Kong, Hungary, India, Indonesia, Ireland, Israel, Italy, Japan, Kazakhstan, Kenya, Kuwait, Latvia, Lebanon, Lithuania, Malaysia, Mexico, Netherlands, New Zealand, Nigeria, Norway, Pakistan, Peru, Philippines, Poland, Portugal, Puerto Rico, Romania, Russia, Saudi Arabia, Singapore, Slovakia, South Africa, South Korea, Spain, Sweden, Switzerland, Taiwan, Thailand, Turkey, Ukraine, United Arab Emirates, United Kingdom, United States, Vietnam, Bahrain, Ecuador, Guatemala, Kyrgyzstan, Sri Lanka, Moldova, Serbia, Trinidad and Tobago, Armenia, Algeria, Bosnia and Herzegovina, Ghana, Bolivia, Bangladesh, Iran, Belarus, Luxembourg, Dominican Republic, Honduras, Cambodia, Iraq, Jamaica, Jordan, Macau, Slovenia, Uzbekistan, Macedonia, Nepal, Morocco, Paraguay, El Salvador, Oman, Panama, Tanzania, Qatar, Tunisia, Uruguay, Venezuela, Yemen"
Device,All Android Devices

App,App Name,App Bundle ID,App Package Name,Market,Market Name,Device,Device Name,Developer Account,Developer Account Name,Company,Company Name,Company HQ,Company HQ Name,Parent Company,Parent Company Name,App Category,App Category Name,Unified App,Unified App Name,Vertical,Vertical Name,Country/Region,Country/Region Name,Start Date,End Date,Downloads,Cumulative Downloads,Downloads Share,Revenue,Cumulative Revenue,Revenue Share,RPD
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AT,Austria,2023-05-30,2023-05-30,1,29,0.00%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AT,Austria,2023-05-31,2023-05-31,1,30,0.00%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AT,Austria,2023-06-01,2023-06-01,1,31,0.00%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AT,Austria,2023-06-02,2023-06-02,2,33,0.02%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AT,Austria,2023-06-03,2023-06-03,1,34,0.01%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AT,Austria,2023-06-04,2023-06-04,,34,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AT,Austria,2023-06-05,2023-06-05,,34,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AT,Austria,2023-06-06,2023-06-06,,34,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AT,Austria,2023-06-07,2023-06-07,,34,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-09,2023-05-09,,,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-10,2023-05-10,,,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-11,2023-05-11,,,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-12,2023-05-12,,,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-13,2023-05-13,341,341,0.36%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-14,2023-05-14,141,482,0.30%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-15,2023-05-15,116,598,0.24%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-16,2023-05-16,129,727,0.21%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-17,2023-05-17,160,887,0.30%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-18,2023-05-18,118,1005,0.26%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-19,2023-05-19,221,1226,0.55%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-20,2023-05-20,225,1451,0.43%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-21,2023-05-21,137,1588,0.40%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-22,2023-05-22,98,1686,0.37%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-23,2023-05-23,92,1778,0.29%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-24,2023-05-24,105,1883,0.34%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-25,2023-05-25,191,2074,0.61%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-26,2023-05-26,328,2402,0.79%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-27,2023-05-27,301,2703,0.61%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-28,2023-05-28,129,2832,0.31%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-29,2023-05-29,148,2980,0.57%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-30,2023-05-30,113,3093,0.31%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-05-31,2023-05-31,125,3218,0.35%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-06-01,2023-06-01,107,3325,0.41%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-06-02,2023-06-02,110,3435,1.10%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-06-03,2023-06-03,140,3575,1.13%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-06-04,2023-06-04,,3575,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-06-05,2023-06-05,,3575,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-06-06,2023-06-06,,3575,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AU,Australia,2023-06-07,2023-06-07,,3575,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-09,2023-05-09,,,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-10,2023-05-10,,,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-11,2023-05-11,,,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-12,2023-05-12,,,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-13,2023-05-13,,,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-14,2023-05-14,,,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-15,2023-05-15,,,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-16,2023-05-16,,,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-17,2023-05-17,,,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-18,2023-05-18,2,2,0.00%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-19,2023-05-19,3,5,0.01%,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-20,2023-05-20,,5,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-21,2023-05-21,,5,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-22,2023-05-22,,5,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-23,2023-05-23,,5,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-24,2023-05-24,,5,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-25,2023-05-25,,5,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-26,2023-05-26,,5,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-27,2023-05-27,,5,,,,,
20600017745005,Wisdom Star,,com.wisdom.brain.star,google-play,Google Play Store,android-all,All Android Devices,20200004798174,Durantzuela,1000200000508335,Durantzuela,,,1000200000508335,Durantzuela,400019,Trivia,1000600000851541,Wisdom Star,app,App,AZ,Azerbaijan,2023-05-28,2023-05-28,,5,,,,,
